,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
11795,0,4,26,12,3,101,20,2,12,25,2,1,0,3,3,46,0,52,3,5,6693,5,0,12125,3497,0,2628,2,625,3,1,68,14,0,3,0,1,46,15,30
11796,0,3,3,3,3,31,4,2,1,3,0,1,0,3,0,119,0,1115,0,1,374,9,0,497,341,0,312,1,387,1052,1,278,1,2,26407,0,1,870,1,2
11797,0,0,14,5,5,107,24,4,5,4,0,1,0,7,3,3,569,58,0,5,158,1,0,117,148,580,141,1,70,54,5,60,1,2,607,1,1,3,1,2
11798,0,2,3,1,5,6,3,3,7,21,1,3,2,7,3,36,7283,8422,0,5,335,9,0,1829,306,7375,280,2,123,7960,7,100,0,0,7589,0,1,1235,4,1008
11799,0,2,3,3,3,43,3,13,20,31,1,9,0,3,3,11,0,3901,0,1,536,1,1,2,476,0,439,1,3657,3,8,837,1,2,3,0,2,2809,1,2
11800,0,1,1,2,10,102,14,1,13,42,0,1,0,10,7,134,0,15,0,1,354,1,0,379,325,0,296,0,3856,3,0,1975,1,2,3,5,9,1508,1,2
11801,0,4,22,12,11,12,47,4,13,21,2,1,0,9,20,67,0,101,3,5,2015,1,0,1068,1028,79,70,1,124,93,0,101,1,2,87,1,1,4,1,2
11802,1,1,23,1,2,104,38,2,3,36,3,2,0,13,7,67,0,101,1,1,311,1,0,3,810,79,260,1,124,93,0,101,1,2,87,0,1,4,1,2
11803,0,2,1,11,4,63,3,3,8,38,1,3,0,5,3,1,62,76,0,5,5609,1,1,12924,2993,63,2351,1,1,71,0,1,0,1,69,0,1,66,2,514
11804,1,2,25,5,9,14,6,6,6,14,1,1,12,0,3,11,0,30999,0,1,253,1,0,2,280,0,214,2,3389,69902,2,1780,1,2,3,0,1,5260,1,2
11805,0,2,31,11,3,159,3,13,1,31,1,9,0,3,13,11,7636,468,0,5,302,1,1,3364,273,7728,251,1,3647,1403,0,753,1,2,7963,1,8,390,1,2
11806,1,2,3,8,7,16,38,11,6,1,1,8,3,1,3,17,0,45682,0,4,25,1,0,183,24,66300,24,12,758,48803,0,19,254,3,21500,0,1,4342,0,10791
11807,1,2,3,3,3,117,15,5,7,6,1,2,3,3,3,46,4825,29311,1,5,383,5,0,6906,349,27378,320,2,625,29555,6,68,41,3,28155,0,6,21,2,9
11808,0,2,66,2,1,92,21,2,2,18,1,3,3,6,3,134,0,23586,0,5,5472,5,0,8889,1316,0,1136,1,678,3,6,450,1,2,3,0,1,359,1,2
11809,0,2,8,2,3,159,3,3,1,29,1,3,0,3,3,84,11906,13725,0,6,434,1,1,3674,175,12081,164,2,231,13190,5,124,91,3,12450,0,6,21,0,9
11810,1,0,13,5,9,26,1,4,5,1,0,1,0,0,2,12,0,15,0,0,1164,5,0,1726,926,0,824,1,50,3,5,12,14,1,3,3,1,21,15,2618
11811,0,2,29,3,7,70,3,13,7,31,1,9,0,1,65,14,24138,26758,3,0,2393,1,1,381,452,24531,418,0,256,21093,3,15,0,1,25248,0,0,1029,4,6
11812,0,2,0,53,0,91,3,3,1,22,1,3,0,1,3,98,1907,2259,3,0,2289,1,1,1949,315,1924,288,2,2817,2090,3,946,0,0,1989,0,1,1545,12,3116
11813,1,11,3,3,3,2,8,23,5,16,0,7,0,3,14,69,81,105,0,1,221,0,0,168,205,83,191,2,329,97,0,103,0,1,91,0,1,19,0,43
11814,1,2,0,2,3,21,0,1,1,3,1,1,0,3,3,36,936,1109,0,0,1777,5,0,1010,153,946,145,5,144,1046,6,56,0,0,984,0,1,867,4,875
11815,0,4,1,3,3,6,35,19,9,6,2,7,3,3,56,14,2738,1041,0,2,1653,1,0,333,191,2766,177,2,547,3000,0,378,0,3,2865,0,1,68,4,48
11816,0,4,0,17,7,60,7,21,7,8,2,7,3,1,3,37,41604,3195,3,1,802,4,0,155,190,42239,176,2,55,7409,1,49,39,3,43171,0,9,91,3,68
11817,1,4,4,22,17,36,47,19,13,0,2,2,8,15,3,11,2584,3074,0,5,74,1,0,2526,71,2610,69,5,1403,2833,2,855,1,2,2707,0,1,2256,1,2
11818,0,2,26,2,1,14,19,2,2,23,1,1,0,6,13,24,5,2,0,1,221,19,0,7000,205,6,191,6,30,7,0,28,1,2,7,1,7,2,1,2
11819,0,2,8,2,3,53,3,3,1,1,1,3,0,3,3,98,225,274,0,5,576,0,1,2491,290,229,265,0,1313,259,1,242,0,3,242,0,10,238,12,991
11820,0,2,3,8,3,186,3,13,1,31,1,9,0,3,3,36,4190,4927,0,5,1904,5,1,2927,64,4243,63,2,644,4586,0,56,0,3,4381,1,0,3490,4,2750
11821,0,2,4,22,17,111,25,2,3,7,1,1,0,15,0,116,3916,192,3,0,373,0,0,2,340,3961,311,1,244,4283,0,181,1,2,4098,0,3,19,1,2
11822,0,2,1,11,4,15,8,2,16,40,1,1,0,5,2,11,690,191,1,0,2089,1,0,2,1496,700,1268,1,771,786,5,508,1,2,729,1,1,170,1,2
11823,0,5,1,2,17,0,32,8,9,27,2,8,0,2,3,11,0,15,0,1,44,1,0,996,42,0,41,10,6921,3,0,1597,1,2,3,0,8,4266,1,2
11824,1,10,13,2,7,4,0,15,6,1,0,1,0,1,3,101,172,211,3,1,36,1,0,534,35,175,34,0,1031,202,5,657,1,2,184,0,1,185,1,2
11825,0,1,38,7,1,114,19,1,0,23,0,1,3,6,0,125,440,551,0,0,261,1,0,2020,236,450,219,1,267,517,7,197,0,0,468,1,0,455,4,143
11826,0,4,0,17,2,139,15,19,14,55,2,0,0,11,0,1,2617,780,0,5,128,1,0,845,160,2646,118,1,379,2871,0,212,0,0,2744,0,1,627,2,552
11827,0,4,66,10,5,171,2,4,13,12,2,1,0,5,0,69,81,105,14,5,14,1,0,2937,13,83,13,2,329,97,6,103,0,1,91,1,1,19,0,43
11828,0,2,3,22,9,9,3,3,0,15,1,3,0,0,3,51,30469,32362,0,4,893,5,0,2,743,30956,670,7,395,33147,1,88,0,0,31752,0,8,9185,11,10686
11829,0,4,38,10,2,61,17,15,10,6,2,0,3,11,3,17,0,851,0,4,202,1,0,2,188,0,174,1,378,57472,0,150,0,1,3,0,1,99,31,97
11830,0,5,4,15,6,99,1,7,16,10,0,0,2,5,3,17,28,36,0,0,428,32,0,319,387,29,354,6,76,32,6,39,482,1,32,0,7,19,0,14
11831,1,3,55,7,6,82,4,9,6,15,3,6,0,4,3,84,0,15,0,4,551,5,0,27,1526,0,449,0,158,3,0,124,1185,3,3,0,1,28422,13,22747
11832,0,2,5,24,2,85,3,3,3,40,1,3,0,10,3,9,0,15,0,1,819,9,0,843,697,0,630,1,606,3,3,118,0,1,3,0,1,32402,2,53
11833,0,2,58,3,3,43,3,13,1,31,1,9,0,3,3,80,5,2,0,5,73,1,1,2,70,6,34,0,835,7,8,540,1,2,7,1,1,2,1,2
11834,1,4,23,10,5,37,49,22,11,33,2,4,3,7,19,28,0,4265,3,5,282,1,0,261,32,0,31,0,65,3,0,32,26,3,3,0,9,3058,6,2360
11835,0,2,0,20,4,76,3,3,12,6,1,3,0,5,0,271,8,10,0,5,1767,1,1,2,1278,9,1107,0,3615,10,4,588,0,1,10,1,2,9,4,15278
11836,0,3,0,3,3,85,4,10,1,25,0,0,0,3,0,12,5573,6496,0,1,18,1,0,840,17,5659,17,2,52,6125,0,12,0,3,5851,1,6,1634,9,1251
11837,1,2,29,11,4,101,8,22,14,34,1,7,0,5,6,422,0,15,0,0,2348,1,0,1273,1069,0,938,13,3135,3,6,1462,1,2,3,1,0,1051,1,2
11838,1,3,7,0,1,74,24,2,16,10,0,1,0,7,3,133,5,2,0,0,282,9,0,285,32,6,31,0,1257,7,0,686,1,2,7,1,9,2,1,2
11839,1,2,37,5,3,129,38,1,6,3,1,1,0,3,3,17,0,15,0,4,25,1,0,183,24,0,24,2,20,3,1,19,99,0,3,0,1,33157,0,26421
11840,0,0,5,24,17,36,29,2,9,16,2,1,0,15,0,61,0,62882,1,0,1921,1,0,1884,1189,0,1038,9,260,69338,1,91,109,3,3,0,1,32917,2,26220
11841,0,4,31,4,1,121,35,4,2,10,2,1,0,6,7,0,279,346,0,0,145,1,0,17,24,285,24,2,397,330,0,284,0,0,301,0,0,19,0,219
11842,0,2,1,2,3,59,30,10,6,9,1,1,0,3,7,0,10301,1960,1,5,586,1,0,444,517,10440,475,2,132,11366,0,0,0,1,10769,0,1,1494,0,1138
11843,1,1,3,10,15,30,14,1,15,20,0,1,3,17,0,51,24729,22773,0,1,1593,0,0,5421,460,25133,424,1,457,27218,0,88,35,3,25864,3,8,1839,11,4711
11844,0,2,3,3,3,124,34,3,2,21,1,3,0,3,0,11,0,52405,3,0,796,1,1,12600,679,0,613,2,3389,56892,5,1780,1,2,62060,0,6,5260,1,2
11845,0,3,4,5,10,94,1,9,11,2,0,2,3,5,9,356,2794,3316,0,5,5522,1,0,3694,2011,2821,1667,1,1586,3063,0,939,0,1,2924,0,1,115,11,6
11846,0,2,4,5,7,144,3,3,5,4,1,3,0,1,16,177,0,330,14,2,1201,1,1,12160,948,0,842,5,1255,3,0,788,1,2,3,0,0,287,1,2
11847,1,0,8,0,3,0,24,15,2,23,2,1,2,3,3,67,0,101,3,0,972,1,0,2876,796,79,715,1,124,93,6,101,1,2,87,0,4,4,1,2
11848,0,2,31,12,4,150,3,13,12,31,1,9,0,5,0,14,8,10,0,5,2856,32,1,360,651,9,589,1,151,10,1,15,0,1,10,0,0,9,4,55
11849,0,0,1,2,1,102,24,4,16,4,0,1,7,6,3,7,8,10,0,5,2144,1,0,2,1537,9,1300,1,35,10,7,33,1,2,10,3,1,9,1,2
11850,0,4,0,4,9,0,35,1,7,22,2,1,0,0,7,4,0,4,0,0,168,1,0,27,352,3,148,0,159,4,1,78,1,2,4,0,0,4,1,2
11851,0,2,9,8,7,60,8,23,6,15,1,0,0,1,3,61,26444,28855,0,5,896,0,0,700,428,26872,394,1,112,29012,0,91,0,3,27615,1,1,11172,29,3559
11852,1,15,45,8,5,114,24,0,11,28,3,0,0,8,0,66,375,232,3,1,1359,5,0,2,576,380,528,9,496,221,0,99,1,2,400,0,1,89,1,2
11853,1,1,62,2,1,12,13,10,6,1,2,1,0,6,3,15,30,16,1,1,7499,23,0,4344,842,31,753,4,1163,34,0,732,1,2,34,0,5,14,1,2
11854,0,4,30,2,10,61,33,4,8,12,2,1,7,22,3,103,973,1157,0,5,1821,1,0,2,1348,985,1162,2,1485,1084,7,628,1,2,1023,1,7,900,1,2
11855,0,4,3,5,6,111,2,14,5,51,2,7,3,8,3,11,29007,17202,0,1,318,5,0,234,290,29466,265,1,7031,31661,7,2536,1,2,30258,0,10,10950,1,2
11856,0,0,14,4,2,55,13,4,14,14,0,1,0,10,7,275,2,2,0,0,3046,1,0,1108,2024,2,1679,2,1165,2,5,604,1,2,2,2,1,2,1,2
11857,1,4,1,3,3,101,9,15,0,10,2,0,0,3,3,66,77,100,3,5,1359,1,0,2,576,78,528,2,549,92,0,380,1,2,86,1,9,89,1,2
11858,0,2,25,4,9,6,24,2,6,32,1,0,0,0,13,95,0,34750,1,1,98,1,0,2615,93,0,91,2,2723,3,0,858,0,0,3,0,6,3775,2,4201
11859,0,5,22,2,1,120,19,6,2,32,0,8,0,6,3,337,0,18770,0,2,198,1,0,740,184,0,170,0,1609,18174,0,839,1,2,17125,0,9,11908,1,2
11860,0,2,1,2,3,37,14,0,0,16,1,8,3,3,3,130,4502,5250,0,3,2222,1,0,10626,315,4558,288,9,392,4914,2,281,0,3,4701,0,1,81,12,215
11861,0,13,7,2,11,85,20,19,14,14,0,1,0,13,7,255,8,10,0,0,1298,1,0,2035,1011,9,892,2,848,10,0,548,1,2,10,0,7,9,1,2
11862,1,0,26,3,3,30,6,4,4,9,0,1,0,3,3,101,8163,426,0,5,6706,1,0,1659,3900,349,1765,0,3006,406,5,830,1,2,369,0,0,227,1,2
11863,0,2,6,11,4,86,31,7,13,34,1,0,0,5,3,67,0,101,0,1,29,14,0,3,3,79,3,1,124,93,0,101,1,2,87,0,0,4,1,2
11864,0,4,13,22,8,61,32,1,10,42,2,1,3,17,3,67,0,101,0,0,4080,5,0,10073,411,79,378,1,157,93,1,101,1,2,87,1,1,4,1,2
11865,1,10,3,3,0,7,4,15,1,3,0,1,0,4,0,406,61140,615,0,1,4328,1,0,4338,2228,62026,1830,2,3039,3973,1,1631,1,2,3804,0,3,499,1,2
11866,0,1,6,5,4,147,18,1,3,36,0,1,0,5,3,3,6362,1078,0,4,29,1,0,21,3,6447,3,1,1842,3887,1,1063,1,2,6377,0,1,3,1,2
11867,1,0,3,2,3,126,10,4,4,9,0,1,0,3,3,84,14543,16703,18,6,2818,1,0,2567,1320,14753,1140,0,158,16103,0,124,26,3,15207,0,8,825,13,619
11868,0,10,1,22,2,110,12,7,12,7,0,0,0,11,0,438,0,15,0,1,8278,14,0,13396,3997,0,2869,1,2957,3,0,1592,0,0,3,1,8,21,0,9
11869,0,4,1,3,5,121,2,10,1,16,2,1,0,7,7,11,0,22653,3,1,1580,1,0,1181,1193,0,1041,10,4209,26671,0,2133,1,2,25301,0,1,7619,1,2
11870,0,4,33,4,11,25,33,6,7,24,2,1,2,13,3,69,81,105,1,5,647,5,0,219,134,83,129,1,127,97,6,103,0,3,91,1,8,19,0,43
11871,0,11,37,0,7,30,1,22,11,34,0,0,0,8,3,12,9881,11427,0,4,5695,1,0,4715,3134,5002,1846,1,262,10882,0,192,3,3,10324,0,6,184,2,138
11872,1,4,87,2,0,66,20,6,0,26,2,1,3,0,3,48,944,1118,20,5,5895,5,0,6463,2173,954,1788,13,804,1054,0,512,1,2,992,0,0,243,1,2
11873,0,2,58,2,1,16,30,4,6,9,1,1,0,6,3,49,58,71,0,5,1604,1,0,5489,1209,59,1054,2,87,67,5,71,0,1,65,0,0,62,2,43
11874,0,4,27,11,11,59,17,1,14,13,2,1,3,13,0,32,2292,39,0,0,1148,20,0,3081,246,2318,229,0,1792,2523,1,446,1,2,2402,1,9,35,1,2
11875,1,2,29,7,7,160,3,3,6,1,1,3,0,1,3,93,198,239,3,1,764,1,1,215,157,200,149,7,284,226,3,210,1,2,211,1,9,120,1,2
11876,1,4,34,12,10,59,34,6,9,30,2,8,0,10,0,285,0,17396,3,5,4449,1,0,3400,941,0,835,5,2604,17260,7,750,1,2,3,1,1,980,1,2
11877,1,2,23,4,3,9,25,3,1,3,1,3,0,3,0,107,138,171,0,5,6272,5,0,17115,3338,141,2543,2,674,166,5,447,1,2,149,0,1,154,1,2
11878,0,1,8,8,5,82,10,16,5,13,0,2,0,0,3,84,19229,21867,0,6,1984,1,0,27,490,19521,449,11,1085,21347,2,124,770,3,20131,5,0,21,13,223
11879,0,2,1,5,9,46,3,3,0,5,1,3,0,0,0,11,33781,15164,0,1,968,0,0,2039,792,32285,713,1,3185,14586,5,240,1,2,13790,0,0,233,1,2
11880,0,13,0,35,12,81,8,19,15,28,0,1,0,14,3,37,65588,11025,3,5,395,1,0,2,360,66483,330,1,326,29215,0,49,629,0,68073,0,0,10,3,5735
11881,0,4,0,4,3,0,27,16,6,26,2,6,0,3,2,6,4,6,0,0,833,1,0,624,708,5,640,2,6,6,0,6,1,2,6,0,9,6,1,2
11882,1,2,3,3,3,44,33,3,1,5,1,3,3,3,7,101,4115,4857,6,5,3334,1,1,3135,380,4163,348,16,642,4511,0,431,1,2,4301,3,0,132,1,2
11883,0,4,8,14,15,36,7,16,13,39,2,6,3,17,16,112,0,130,0,0,1169,5,0,1626,251,0,233,0,521,5729,6,173,0,1,32504,0,9,91,3,53
11884,1,2,23,2,1,136,3,3,6,18,1,3,0,6,3,125,440,551,0,1,1703,1,1,5077,604,450,551,1,267,517,0,197,0,0,468,3,0,455,4,143
11885,0,5,66,10,5,133,24,14,12,22,4,12,0,7,0,34,0,63558,0,0,12,1,0,2056,11,0,11,1,930,70151,0,46,434,0,3,1,8,24592,8,19627
11886,1,2,3,3,3,98,3,3,1,1,1,3,0,3,2,361,0,1375,3,1,5234,5,0,2,2965,39956,2335,2,7039,1275,3,3232,1,2,1222,0,1,499,1,2
11887,0,4,1,20,6,61,9,4,14,25,2,1,0,8,3,37,4518,858,0,4,1178,1,0,27,949,4574,531,0,73,4931,5,49,42,3,4719,0,1,53,3,35
11888,1,13,4,2,7,71,0,19,0,1,0,1,0,1,16,37,0,52527,0,0,999,1,0,33,44,0,43,0,73,66491,0,49,48,3,3,0,1,4002,3,2388
11889,0,2,1,3,9,179,3,3,6,14,1,3,0,0,2,51,44018,9488,0,5,2846,5,1,58,2636,44686,76,2,107,8960,1,88,0,3,20593,1,6,5509,11,4356
11890,0,4,4,2,3,0,10,4,6,5,2,1,0,3,3,240,0,15,3,1,6531,1,0,2875,91,0,89,13,761,3,1,503,1,2,3,1,0,138,1,2
11891,0,4,15,3,3,121,23,2,9,20,2,0,0,3,2,7,10,16,0,5,7,1,0,257,138,11,7,1,35,14,0,33,1,2,14,0,1,14,1,2
11892,0,4,1,5,9,57,21,2,5,45,2,0,0,0,3,100,5,2,0,2,3984,0,0,2,2004,6,1662,0,1724,7,5,1010,1,2,7,0,1,2,1,2
11893,1,6,23,5,6,26,24,9,8,42,0,2,3,8,71,11,51920,51344,2,1,406,1,0,7714,368,52662,337,1,2582,55620,0,724,1,2,53876,0,1,1115,1,2
11894,0,4,50,2,10,6,7,4,12,42,2,1,3,10,27,36,151,188,0,5,673,1,0,7,588,154,3,1,366,183,5,264,0,0,165,0,0,168,4,531
11895,1,0,0,12,11,102,38,10,7,50,0,7,2,13,0,17,4304,5032,0,1,264,1,0,4113,239,4357,222,2,20,4701,2,19,0,1,4495,1,9,2341,0,543
11896,0,2,11,4,9,116,3,3,0,5,1,3,3,0,3,119,0,2845,0,1,8130,1,0,5995,495,0,453,1,1227,3,1,772,1,2,3,0,1,768,1,2
11897,1,2,3,3,3,76,9,3,1,18,1,3,0,3,3,12,24975,27512,0,0,9787,1,1,5583,1146,25376,1002,0,12,18405,6,12,457,3,26118,1,9,16554,2,13137
11898,0,2,15,3,7,8,33,7,5,6,1,1,3,1,0,22,0,20717,0,0,1283,5,0,1725,180,0,166,7,5591,3,0,26,1,2,3,0,9,13006,1,2
11899,0,2,11,5,7,70,54,3,14,42,1,3,0,8,3,387,57474,4440,30,1,330,1,0,242,300,24893,275,2,2730,9954,0,1340,1,2,9456,1,0,2629,1,2
11900,0,0,0,2,7,82,4,1,1,40,0,0,0,4,3,12,0,15,0,2,1687,1,0,2,1261,0,1097,1,50,3,1,12,1059,3,3,0,0,10548,2,821
11901,1,3,15,3,0,35,4,2,1,3,0,1,0,4,3,119,57141,5673,3,1,4996,1,0,111,1745,24619,1463,2,1276,5314,1,185,1,2,59325,0,0,175,1,2
11902,0,4,3,5,2,17,29,4,8,7,2,1,0,11,3,30,445,558,0,4,1352,1,0,5560,1046,455,920,1,391,522,5,36,0,3,473,0,1,459,6,9053
11903,0,4,0,7,11,20,31,7,7,12,2,0,0,13,3,36,10048,11623,0,0,8326,1,0,17882,860,10172,769,2,644,11065,0,56,0,3,10498,3,1,7673,4,4718
11904,0,3,0,0,5,109,38,2,12,25,3,0,3,5,3,169,2232,659,8,0,2860,3,0,7525,486,2257,447,2,659,2457,5,437,0,1,2338,0,1,19,9,388
11905,0,3,13,5,1,7,19,2,2,23,0,1,3,6,3,12,0,37678,0,1,2814,1,0,8474,1096,0,963,1,2715,57673,1,274,317,1,3,1,0,7677,2,207
11906,0,2,57,3,9,43,3,3,0,4,1,3,0,0,0,11,154,191,0,5,117,1,1,2,112,157,52,1,243,186,8,180,1,2,168,0,0,170,1,2
11907,0,2,13,5,9,30,3,3,12,16,1,3,0,0,24,190,9012,184,3,4,5038,1,0,2,1453,9120,1241,0,1224,9914,4,358,0,1,9413,0,1,164,20,3075
11908,1,4,3,7,3,101,46,2,11,28,2,1,0,3,3,29,1886,2233,0,5,227,1,0,28317,211,1903,197,7,962,2067,1,34,0,1,1967,0,0,1688,4,704
11909,1,2,1,5,9,93,46,3,16,7,1,3,0,0,0,20,14172,16263,0,0,123,1,0,18,25,14370,25,1,111,15672,0,23,0,3,14814,0,1,5314,5,4189
11910,0,2,33,10,6,54,35,4,14,15,1,1,0,8,14,37,421,525,3,1,1103,5,0,2,334,429,305,9,101,493,5,49,14,3,447,3,0,21,3,9
11911,0,2,3,3,3,5,3,3,5,4,1,3,0,3,3,1,151,188,0,5,2486,1,0,2,12,154,12,1,379,183,4,212,0,0,165,0,1,168,2,531
11912,0,2,32,11,4,121,9,4,16,18,1,1,0,5,3,45,1196,1422,3,5,1161,1,0,2,924,1214,822,2,79,1320,5,67,0,0,1262,0,0,1102,12,6
11913,0,4,3,0,16,61,32,17,15,24,2,11,3,18,0,66,8,10,0,0,715,1,0,2,216,9,201,1,634,10,6,380,1,2,10,0,9,9,1,2
11914,0,1,27,11,11,39,24,19,7,13,0,2,0,7,0,139,11977,13791,0,2,2021,5,0,9359,1055,12152,929,0,2231,13270,0,229,0,1,12528,0,9,8961,2,372
11915,0,0,4,13,5,72,38,7,15,30,0,2,3,7,3,20,0,25762,0,1,26,1,0,432,25,0,25,2,25,3,6,23,0,3,3,0,1,4293,5,3361
11916,1,2,68,2,9,47,35,4,12,20,1,1,0,0,7,96,8,10,0,3,553,1,0,200,491,9,220,2,916,10,5,589,1,2,10,0,1,9,1,2
11917,0,2,1,4,6,16,3,3,16,23,1,3,0,8,3,262,25,16,6,0,23,4,0,15,22,26,22,1,878,28,5,565,1,2,29,3,1,14,1,2
11918,0,0,1,4,2,31,9,12,8,11,0,7,3,18,3,84,0,52,3,0,771,1,0,675,746,0,498,2,168,3,2,131,14,0,3,0,9,46,13,30
11919,0,2,34,7,4,64,3,3,7,1,1,3,0,5,3,91,63876,310,0,5,541,1,0,496,94,64757,92,1,171,296,0,134,1,2,42505,1,0,115,1,2
11920,0,2,0,10,7,47,3,3,6,15,1,3,0,1,7,112,3764,4433,0,0,702,1,0,2,610,3809,556,2,232,4119,4,173,0,1,3944,1,7,1889,3,53
11921,1,11,7,13,4,27,4,18,10,15,4,6,0,4,14,51,210,258,3,1,2930,1,0,2,1456,213,1242,1,314,242,0,234,0,1,225,0,9,89,11,168
11922,0,2,1,9,6,96,8,3,4,14,1,3,0,8,0,84,211,259,0,5,897,5,0,102,664,214,498,9,333,243,1,124,402,0,226,0,0,21,13,9
11923,0,1,0,14,16,85,49,1,11,28,3,0,0,18,3,36,936,1109,0,4,4219,1,0,1200,1962,946,997,1,64,1046,1,56,0,0,984,0,1,867,4,4718
11924,0,2,0,3,1,60,29,8,2,35,1,1,3,6,3,100,5,2,0,0,8931,1,0,2,3334,6,2540,0,540,7,0,375,1,2,7,1,8,2,1,2
11925,1,6,4,20,16,71,9,5,15,52,3,7,0,18,13,37,0,15,0,0,951,1,0,295,758,0,683,0,73,3,0,49,134,3,3,0,8,138,3,17015
11926,1,2,0,4,9,33,24,1,0,4,1,1,0,0,3,11,0,63669,0,1,2132,1,0,483,553,0,507,7,8869,3,5,3877,1,2,3,1,1,33250,1,2
11927,0,4,32,21,7,61,17,21,12,33,2,2,3,1,6,11,45,56,0,1,4712,1,0,3,766,46,690,1,372,52,0,59,1,2,50,3,8,51,1,2
11928,0,6,1,24,2,68,9,6,8,6,0,2,0,11,0,158,0,604,0,0,388,20,0,1222,354,0,324,2,928,69825,0,286,1,2,44079,0,9,303,1,2
11929,0,2,23,0,7,95,3,3,16,36,1,3,0,1,15,3,282,350,0,2,2045,235,0,1716,1472,288,1251,1,70,333,3,60,1,2,304,0,1,3,1,2
11930,0,2,29,3,7,41,3,3,14,33,1,3,0,8,27,22,12247,1089,0,0,1761,1,0,2,1309,12428,1130,1,952,3215,4,611,1,2,12811,1,2,857,1,2
11931,0,2,7,2,1,80,3,3,4,22,1,3,0,6,3,66,77,100,0,0,902,0,0,2,751,78,676,2,549,92,0,380,1,2,86,0,9,89,1,2
11932,0,4,3,4,8,171,17,4,12,8,2,1,3,9,0,407,1413,1673,4,0,3196,1,0,2,310,1430,284,1,3272,1558,0,1316,1,2,1486,0,0,1293,1,2
11933,1,0,46,20,11,2,20,19,15,42,0,8,3,11,3,84,3238,520,3,0,7808,5,0,15203,2472,422,2015,0,158,486,0,124,38,3,440,1,9,433,0,329
11934,0,11,0,7,1,147,24,22,14,25,0,2,0,6,0,58,0,15,23,5,12,1,0,3441,11,0,11,2,156,3,0,86,0,1,3,0,9,7338,0,53
11935,0,4,16,3,3,61,44,1,6,15,2,0,0,3,3,112,65798,63697,3,5,399,1,0,1875,76,66693,74,2,232,70316,1,173,0,1,68288,0,1,23421,3,53
11936,1,4,6,8,12,107,49,1,11,28,2,1,0,9,196,14,718,872,0,1,988,55,0,1310,31,728,30,2,96,816,2,80,0,0,757,0,6,68,4,48
11937,1,4,4,11,3,61,8,2,14,18,2,1,0,3,0,28,49627,49326,0,0,162,0,0,1990,152,50327,144,1,746,53171,0,493,26,0,51488,1,8,641,6,486
11938,0,5,33,3,1,78,10,7,0,5,0,1,0,6,3,29,0,15,0,5,939,5,0,5568,776,0,698,1,105,3,0,84,0,0,3,1,1,21,4,9
11939,0,4,12,13,6,47,25,2,12,29,2,0,0,8,0,29,48,59,3,4,2963,1,0,9385,888,49,790,6,72,56,1,62,20,1,54,0,1,52,4,34
11940,0,2,3,3,3,47,32,3,1,36,1,3,0,3,3,11,2021,2389,0,5,2498,1,0,2,1360,2039,1172,1,2649,2211,0,974,1,2,2113,1,1,1784,1,2
11941,0,2,3,3,3,122,31,2,6,20,1,1,0,3,13,18,64,80,0,0,1418,1,0,2,1093,65,961,1,40,74,0,38,1,2,72,3,2,69,1,2
11942,0,2,13,3,5,65,46,4,5,14,1,1,0,7,2,36,62,76,0,0,1526,1,0,2,1160,63,655,1,92,71,0,76,0,0,69,0,2,66,4,237
11943,0,4,5,5,7,171,14,4,14,28,2,1,0,1,2,125,440,551,0,0,996,5,0,1563,815,450,729,1,267,517,5,197,0,0,468,0,1,455,4,143
11944,0,4,7,24,1,22,3,3,6,23,2,3,0,6,0,45,17533,20051,0,0,5715,1,0,219,2119,17791,1755,2,79,19455,0,67,0,1,18357,0,1,12610,12,327
11945,1,2,63,5,7,36,18,4,6,36,1,1,2,1,0,84,0,15,0,6,7335,1,0,181,224,0,209,9,333,3,6,124,287,3,3,0,0,138,13,16984
11946,0,0,32,5,9,108,27,17,14,15,0,11,3,0,3,29,0,5180,0,2,4539,1,0,2,2678,0,2151,2,102,4849,0,84,71,3,3,0,0,3657,4,1142
11947,0,10,4,3,3,85,14,15,15,36,0,1,0,3,0,11,45,56,0,0,453,1,0,3415,407,46,374,1,502,52,0,59,1,2,50,0,1,51,1,2
11948,0,2,15,11,7,47,47,2,5,7,1,1,3,1,3,112,2677,3186,0,0,249,1,0,4135,76,2706,74,2,232,2939,1,173,0,1,2808,0,1,2328,3,6
11949,0,4,0,22,2,12,25,1,15,7,2,1,0,11,16,45,2041,44,0,0,2205,1,0,288,1340,2061,1157,2,2481,2236,1,793,0,1,2138,0,1,19,12,53
11950,1,1,56,2,0,81,6,7,3,42,0,2,0,17,3,49,58,71,0,4,5459,4,0,9425,2038,59,1688,2,87,67,7,71,0,1,65,0,1,62,2,43
11951,0,4,5,2,7,47,34,19,12,42,2,1,3,1,0,101,57502,2655,0,5,6746,1,0,9133,416,58345,383,1,194,61605,0,149,1,2,59709,3,1,1975,1,2
11952,0,4,33,11,2,111,20,4,8,25,2,1,0,11,7,160,5267,6160,1,2,142,1,0,67,135,5342,130,1,1896,5792,5,294,1,2,5530,0,1,1700,1,2
